DEWP,WDSP,MAX,MIN,PRCP,TEMP,MXSPD,value
61.5,1.5,84.9,66.0,0.0,73.1,5.1,0.20909090909090908
61.2,1.8,88.0,66.0,0.0,74.6,6.0,0.2065
59.7,1.1,88.0,66.9,0.0,76.9,7.0,0.21
60.0,1.4,87.1,68.0,0.0,75.7,6.0,0.205
61.2,1.0,90.0,68.0,0.0,75.7,5.1,0.21000000000000002
61.2,1.2,90.0,68.0,0.0,76.3,4.1,0.19347826086956524
63.1,0.9,87.1,69.1,0.0,75.3,4.1,0.19
62.0,0.8,86.0,66.9,0.0,72.5,5.1,0.1934375
61.4,1.6,82.9,66.9,0.0,71.9,5.1,0.160625
57.8,0.9,91.9,64.0,0.0,74.7,6.0,0.22333333333333336
59.6,1.5,89.1,64.9,0.0,73.3,7.0,0.18714285714285714
60.7,0.4,84.9,66.9,0.0,74.2,4.1,0.20583333333333334
60.6,1.2,82.9,66.9,0.0,72.2,7.0,0.2004166666666667
60.6,1.5,80.1,66.2,0.0,72.2,4.1,0.185625
60.6,1.1,86.0,66.0,0.0,72.8,6.0,0.265625
60.8,1.4,86.0,64.0,0.0,72.2,5.1,0.23145833333333332
60.0,1.1,89.1,64.0,0.0,74.2,4.1,0.261875
58.2,0.7,91.9,66.0,0.0,78.1,5.1,0.34708333333333335
58.5,0.9,91.9,69.1,0.0,77.5,5.1,0.2426923076923077
61.7,1.4,90.0,68.0,0.0,75.2,6.0,0.260625
60.4,0.9,88.0,66.9,0.0,74.2,5.1,0.2654166666666667
61.2,0.7,88.0,66.9,0.0,76.4,4.1,0.27520833333333333
64.2,1.3,89.1,69.1,0.0,75.2,6.0,0.19666666666666666
63.4,1.4,86.0,70.0,0.0,73.6,4.1,0.16187500000000002
61.3,1.3,79.0,66.9,0.0,71.8,6.0,0.17142857142857143
60.3,1.6,79.0,66.0,0.0,70.7,5.1,0.19708333333333336
60.6,0.8,77.0,64.9,0.0,69.1,4.1,0.194375
59.1,1.3,75.9,64.0,0.0,68.8,6.0,0.27375
58.3,1.6,77.0,63.0,0.0,68.3,7.0,0.3828947368421053
59.0,1.4,78.1,61.0,0.0,68.9,5.1,0.3225
59.9,1.2,82.9,61.0,0.0,70.3,4.1,0.3302083333333333
58.2,1.3,91.0,63.0,0.0,74.0,7.0,0.4772222222222222
58.2,0.9,91.0,62.1,0.0,72.7,5.1,0.45625
60.0,1.1,84.9,60.1,0.0,69.5,7.0,0.345625
60.3,1.1,81.0,60.1,0.0,68.7,4.1,0.2989583333333333
60.8,1.5,81.0,61.0,0.0,69.2,5.1,0.3260416666666667
60.0,1.0,81.0,63.0,0.0,68.2,5.1,0.291875
60.2,1.0,77.0,64.0,0.0,69.9,4.1,0.30833333333333335
59.6,0.9,77.0,64.9,0.0,69.2,6.0,0.26869565217391306
59.3,1.6,77.0,63.0,0.0,67.6,6.0,0.3016666666666667
56.9,1.5,88.0,61.0,0.0,71.7,7.0,0.481875
53.7,1.1,93.9,61.0,0.0,74.7,7.0,0.5039583333333334
61.0,1.2,93.9,62.1,0.0,75.0,5.1,0.29791666666666666
63.9,0.8,86.0,66.9,0.0,74.1,6.0,0.33625
63.1,1.1,84.0,64.9,0.0,71.2,6.0,0.3429166666666667
61.7,1.8,89.1,64.0,0.0,72.3,6.0,0.33770833333333333
61.3,1.5,89.1,64.0,0.0,72.4,4.1,0.29791666666666666
59.7,1.2,88.0,64.9,0.01,74.9,6.0,0.3925
59.4,0.9,88.0,63.0,0.0,72.1,4.1,0.35204545454545455
57.3,1.2,84.9,59.0,0.0,67.6,5.1,0.3208695652173913
56.5,0.8,78.1,57.0,0.0,65.5,5.1,0.3302083333333333
58.0,1.5,80.1,57.0,0.0,66.6,6.0,0.284375
56.1,1.3,75.9,61.0,0.0,65.2,5.1,0.22875
55.8,1.2,75.0,60.1,0.0,65.5,4.1,0.2321276595744681
55.1,1.7,75.0,59.0,0.0,64.9,6.0,0.24282608695652175
56.5,1.2,75.9,59.0,0.0,65.4,7.0,0.3545833333333333
58.4,0.6,84.0,59.0,0.0,69.2,5.1,0.3802222222222222
60.3,1.1,93.9,62.1,0.0,75.0,5.1,0.4423809523809523
58.7,0.6,93.9,64.0,0.0,75.2,5.1,0.42386363636363633
58.1,0.5,88.0,63.0,0.0,71.3,4.1,0.306
57.8,0.9,81.0,60.1,0.0,65.7,6.0,0.3022727272727273
58.6,1.6,75.9,60.1,0.0,66.5,7.0,0.27770833333333333
57.9,1.4,73.9,61.0,0.0,64.5,5.1,0.17479166666666668
57.4,0.9,69.1,63.0,0.0,64.5,5.1,0.21078947368421053
57.7,0.7,71.1,62.6,0.0,66.0,6.0,0.2197916666666667
56.4,1.5,73.0,59.0,0.0,65.6,6.0,0.41250000000000003
53.0,1.0,86.0,57.9,0.0,69.5,6.0,0.5385416666666667
45.7,0.9,90.0,57.9,0.0,72.0,5.1,0.7032608695652174
50.5,1.1,90.0,57.9,0.0,72.8,6.0,0.6027083333333333
45.2,0.5,93.0,57.9,0.0,75.3,2.9,0.564375
49.3,0.8,93.0,61.0,0.0,73.7,4.1,0.7827083333333333
58.4,1.5,86.0,66.0,0.12,71.7,5.1,0.27770833333333333
59.5,1.2,81.0,62.1,0.02,66.7,5.1,0.28583333333333333
58.6,0.7,73.9,62.1,0.0,65.9,4.1,0.21466666666666667
56.7,0.9,71.1,62.1,0.01,65.1,6.0,0.1835416666666667
52.0,1.2,71.1,55.9,0.0,63.2,5.1,0.4295833333333334
50.5,0.5,79.0,55.0,0.0,65.4,4.1,0.5176086956521739
53.6,1.6,79.0,55.0,0.0,64.3,7.0,0.4683333333333333
22.9,4.1,73.0,57.0,0.0,63.8,9.9,0.17125
30.3,1.2,73.0,51.1,0.0,61.3,6.0,0.5382978723404256
39.5,1.1,75.9,51.1,0.0,62.6,6.0,0.6533333333333333
36.7,0.7,88.0,52.0,0.0,68.0,7.0,0.66
30.0,1.2,88.0,55.0,0.0,71.7,5.1,0.6577083333333333
41.7,1.5,87.1,54.0,0.0,65.5,8.9,0.6966666666666667
52.9,1.4,75.0,54.0,0.02,61.8,6.0,0.19020833333333334
47.2,1.4,69.1,53.1,0.02,60.3,4.1,0.37822222222222224
49.4,1.3,71.1,53.1,0.0,60.8,5.1,0.5058333333333334
48.6,0.9,75.9,52.0,0.0,62.4,5.1,0.625
54.4,0.8,75.9,52.0,0.0,61.2,5.1,0.2654166666666667
57.1,2.1,69.1,57.0,0.04,63.0,6.0,0.19270833333333334
54.7,0.5,71.1,59.0,0.01,62.9,4.1,0.263125
56.1,2.3,71.1,57.0,0.0,60.0,7.0,0.23395833333333335
50.4,0.8,70.0,50.0,0.49,57.7,6.0,0.46125
45.0,0.6,82.0,50.0,0.0,63.8,4.1,0.595625
46.0,0.7,88.0,52.0,0.0,69.8,6.0,0.9066666666666666
48.0,0.7,88.0,57.9,0.0,71.1,4.1,0.8675555555555555
56.6,0.7,84.9,57.9,0.0,63.6,5.1,0.3325
53.9,0.7,71.1,57.9,0.0,62.1,4.1,0.19125
53.4,0.5,68.0,55.0,0.0,60.0,7.0,0.5458333333333333
54.2,0.4,68.0,54.0,0.0,59.0,4.1,0.38625
55.4,1.1,71.1,54.0,0.0,60.9,6.0,0.5260416666666666
55.6,0.5,71.1,55.9,0.0,61.2,4.1,0.3853333333333333
55.7,0.6,72.0,55.9,0.0,61.7,4.1,0.5779069767441861
54.2,1.2,72.0,55.9,0.0,59.8,6.0,0.3925
52.7,1.5,69.1,55.0,0.0,58.0,4.1,0.4010869565217391
52.1,1.3,69.1,54.0,0.0,59.3,5.1,0.3970833333333333
52.6,1.3,69.1,55.0,0.0,60.0,7.0,0.42604166666666665
54.4,1.3,73.9,55.0,0.0,62.8,4.1,0.32304347826086954
48.7,0.3,84.9,55.9,0.0,67.3,5.1,0.811875
45.0,0.2,90.0,55.9,0.0,71.8,4.1,1.2202083333333333
39.2,1.3,90.0,57.9,0.0,74.5,4.1,0.918695652173913
41.0,0.6,90.0,55.9,0.0,70.3,4.1,1.0627272727272727
45.5,0.7,89.1,55.9,0.0,67.3,5.1,0.9010416666666666
53.9,0.8,81.0,55.9,0.0,59.7,4.1,0.3940909090909091
51.7,1.3,68.0,55.9,0.0,59.9,5.1,0.3364583333333333
52.8,0.9,68.0,52.0,0.0,57.8,5.1,0.6941666666666667
53.1,0.4,66.9,52.0,0.0,59.2,4.1,0.37478260869565216
52.2,0.9,66.9,55.9,0.0,58.7,4.1,0.4476086956521739
43.7,0.6,84.0,50.0,0.0,63.0,5.1,0.7985416666666666
25.2,0.9,84.0,50.0,0.0,66.8,4.1,0.5280434782608695
38.1,0.1,82.9,53.1,0.0,66.2,2.9,0.6539583333333333
50.4,1.1,73.9,52.0,0.0,61.3,6.0,0.48291666666666666
30.6,0.9,75.9,46.9,0.0,61.9,6.0,0.801304347826087
21.2,0.6,75.9,46.9,0.0,60.0,2.9,0.5760416666666667
25.4,0.7,77.0,46.9,0.0,61.8,5.1,0.9693181818181817
37.9,0.7,77.0,48.9,0.0,60.7,2.9,1.1658333333333333
45.0,0.5,75.9,48.9,0.0,61.0,2.9,1.1015217391304348
50.3,0.2,75.9,48.9,0.0,58.1,4.1,1.0736956521739132
51.8,0.0,73.0,48.9,0.0,57.7,4.1,1.1742553191489362
52.3,0.5,73.0,48.9,0.0,55.4,5.1,0.8295652173913043
49.9,0.6,63.0,51.1,0.0,56.6,5.1,0.44333333333333336
49.9,0.7,64.0,53.1,0.0,57.0,5.1,0.51375
50.8,1.0,64.9,53.1,0.0,55.8,2.9,0.6699999999999999
49.3,0.1,66.9,46.9,0.0,55.7,2.9,1.1229166666666666
51.0,1.9,66.9,46.9,0.0,59.3,6.0,0.3227777777777778
50.2,0.7,66.0,50.0,0.01,57.3,5.1,0.781875
52.2,1.5,66.0,50.0,0.0,57.6,6.0,0.22106382978723405
41.4,1.2,62.1,46.0,0.12,54.3,5.1,0.47805555555555557
34.9,1.0,66.9,46.0,0.0,54.8,5.1,0.7330434782608696
33.8,0.8,66.9,43.0,0.0,53.4,2.9,0.8288636363636364
43.7,1.5,64.0,43.0,0.0,52.9,6.0,0.6902083333333334
50.1,4.0,59.0,46.9,0.51,54.8,13.0,0.18375
36.7,1.0,57.9,39.0,1.68,46.0,6.0,0.5782926829268293
37.0,0.6,57.9,39.0,0.0,48.3,2.9,0.9106818181818181
43.5,0.8,66.0,39.9,0.03,53.8,4.1,0.5154166666666666
32.7,0.4,69.1,42.1,0.0,53.7,4.1,0.8960416666666666
32.4,1.2,69.1,42.1,0.0,54.0,6.0,0.9802083333333332
37.9,0.0,66.0,41.0,0.0,51.1,999.9,1.2714583333333334
39.9,0.1,69.1,41.0,0.0,56.7,2.9,0.8435
40.3,0.1,69.1,46.9,0.0,55.1,2.9,1.2575
48.0,2.3,64.0,46.9,0.01,56.0,8.0,0.4839583333333333
51.3,4.3,61.0,52.0,1.74,55.2,11.1,0.20125
48.7,1.0,61.0,51.1,0.2,53.8,4.1,0.45260869565217393
43.8,0.7,57.0,44.1,0.54,51.3,6.0,0.24065217391304347
40.3,1.2,59.0,42.1,0.07,48.9,4.1,0.5836956521739131
43.3,0.7,55.0,42.1,0.24,49.2,7.0,0.35250000000000004
41.7,2.6,55.0,42.1,0.01,48.9,7.0,0.43520833333333336
49.5,5.2,55.0,46.0,2.42,51.7,9.9,0.18136363636363637
48.9,1.7,59.0,45.0,1.88,52.9,6.0,0.4035714285714286
40.3,3.8,55.9,39.0,0.0,47.5,6.0,0.31074074074074076
38.2,2.6,60.1,39.0,0.0,47.5,4.1,0.3314285714285714
42.4,2.0,60.1,39.0,0.0,53.0,5.1,0.4524390243902439
43.6,4.1,63.0,46.9,0.0,54.6,8.9,0.38047619047619047
42.2,4.4,63.0,42.1,0.0,51.4,8.0,0.25583333333333336
41.2,2.3,60.1,39.0,0.0,47.7,7.0,0.39166666666666666
41.2,2.4,59.0,37.9,0.0,46.1,7.0,0.5888095238095238
40.9,4.2,55.0,37.9,0.0,44.7,8.9,0.295609756097561
43.6,4.1,54.0,42.1,0.0,47.0,8.9,0.29121951219512193
39.7,2.1,59.0,37.0,0.0,45.7,7.0,0.33666666666666667
40.4,2.4,60.1,37.0,0.0,48.4,7.0,0.48390243902439023
39.7,1.9,60.1,39.0,0.0,48.7,7.0,0.5953658536585366
40.3,2.7,64.0,39.9,0.0,49.6,4.1,0.5885714285714285
40.5,1.7,64.0,39.9,0.0,51.4,5.1,0.5878947368421052
43.8,2.8,68.0,39.9,0.0,51.8,8.9,0.48282051282051286
45.6,4.0,68.0,42.1,0.0,52.5,8.9,0.47555555555555556
44.6,2.2,70.0,43.0,0.0,54.3,5.1,0.634390243902439
44.4,2.5,70.0,43.0,0.0,55.0,7.0,0.4935714285714286
37.6,6.1,69.1,44.1,0.0,56.3,15.0,0.61
31.2,4.9,68.0,39.0,0.0,53.2,14.0,0.22428571428571428
41.2,4.1,55.9,43.0,0.13,47.1,12.0,0.354375
37.9,4.7,60.1,41.0,0.0,47.7,11.1,0.2662962962962963
38.4,2.3,62.1,37.9,0.0,48.7,5.1,0.5972222222222222
44.2,6.4,61.0,43.0,0.0,52.2,12.0,0.2
37.4,4.4,61.0,37.9,0.0,49.6,15.9,0.26875
26.7,3.2,73.0,39.9,0.0,55.7,6.0,0.4341176470588235
24.3,3.0,73.9,41.0,0.0,57.9,6.0,0.376875
39.0,3.1,80.1,48.9,0.0,64.8,11.1,0.166
37.7,8.3,80.1,46.9,0.0,62.3,15.0,0.20142857142857143
39.5,5.6,82.9,54.0,0.0,68.3,13.0,0.23157894736842108
37.7,5.8,78.1,48.0,0.0,59.5,15.0,0.17125
35.8,4.2,77.0,48.0,0.0,62.2,8.9,0.21555555555555556
36.3,7.6,73.0,46.9,0.0,58.6,15.0,0.19153846153846155
37.1,4.5,82.0,46.9,0.0,65.8,8.0,0.3169230769230769
39.6,7.4,86.0,52.0,0.0,71.6,18.1,0.1890909090909091
42.3,9.8,89.1,57.0,0.0,76.8,14.0,0.21
36.2,8.6,90.0,59.0,0.0,76.1,13.0,0.158
44.3,7.5,90.0,60.1,0.0,75.0,14.0,0.195
51.3,6.2,104.0,71.1,0.0,89.2,13.0,0.2711111111111111
50.8,6.4,104.0,72.0,0.0,88.6,14.0,0.245
51.1,6.4,104.0,70.0,0.0,87.1,11.1,0.21793103448275863
49.3,6.7,102.0,70.0,0.0,86.8,12.0,0.17230769230769233
46.4,7.3,100.9,68.0,0.0,84.3,14.0,0.18210526315789474
47.2,6.7,99.0,68.0,0.0,82.5,13.0,0.2053846153846154
42.4,8.0,95.0,61.0,0.0,75.0,14.0,0.17727272727272728
37.2,10.1,84.0,55.9,0.0,67.8,15.0,0.16
36.6,11.8,78.1,53.1,0.0,64.9,18.1,0.15
33.3,8.7,84.0,53.1,0.0,69.1,13.0,0.16157894736842107
40.0,7.8,91.0,55.9,0.0,74.4,13.0,0.15642857142857142
54.4,7.1,96.1,62.1,0.0,81.5,9.9,0.15925925925925924
55.5,10.0,96.1,66.0,0.0,79.2,18.1,0.15290322580645163
46.4,10.5,91.9,64.9,0.0,77.9,15.9,0.1592
43.0,7.1,96.1,64.9,0.0,80.3,14.0,0.14500000000000002
48.1,3.8,105.1,64.9,0.0,86.0,12.0,0.22846153846153844
54.2,4.4,111.0,71.1,0.0,94.5,9.9,0.21833333333333335
53.3,5.8,111.0,78.1,0.0,94.6,9.9,0.24828571428571428
51.3,6.9,111.0,75.9,0.0,91.9,13.0,0.20405405405405405
48.9,6.1,108.0,71.1,0.0,89.0,9.9,0.1953125
47.6,6.3,104.0,64.9,0.0,82.7,12.0,0.1622222222222222
49.1,6.4,96.1,64.9,0.0,80.5,12.0,0.13757575757575757
51.4,7.4,96.1,64.9,0.0,79.8,14.0,0.1388
51.2,7.7,95.0,64.9,0.0,79.3,13.0,0.135
53.0,6.0,99.0,64.9,0.0,85.2,11.1,0.15923076923076923
58.7,4.3,107.1,72.0,0.0,91.8,12.0,0.2340909090909091
56.0,9.3,107.1,73.0,0.0,87.9,15.0,0.15523809523809526
51.3,8.4,102.9,73.0,0.0,87.5,18.1,0.1290909090909091
55.2,6.0,104.0,73.0,0.0,91.6,12.0,0.142
56.4,6.0,104.0,73.0,0.0,86.5,15.0,0.15
56.2,6.9,100.9,71.1,0.0,86.2,14.0,0.15523809523809526
56.2,6.7,100.9,71.1,0.0,86.5,12.0,0.163
54.7,6.1,100.0,71.1,0.0,85.7,12.0,0.15392857142857144
52.3,6.6,100.9,68.0,0.0,84.3,13.0,0.1559259259259259
51.3,8.4,100.0,68.0,0.0,85.2,12.0,0.127
49.0,7.9,100.0,69.1,0.0,83.8,15.0,0.11750000000000001
52.0,6.4,106.0,69.1,0.0,88.1,12.0,0.15782608695652173
51.2,5.9,111.0,73.0,0.0,94.5,9.9,0.17344827586206898
48.0,7.1,111.0,81.0,0.0,96.3,15.0,0.14
46.4,6.6,114.1,77.0,0.0,93.5,15.9,0.13777777777777778
51.8,5.9,108.0,73.9,0.0,90.4,12.0,0.18392857142857144
52.4,6.4,105.1,70.0,0.0,86.1,12.0,0.17833333333333334
51.8,6.2,100.9,70.0,0.0,86.5,11.1,0.248
48.7,6.9,100.0,66.9,0.0,83.8,12.0,0.167
50.2,6.1,102.0,66.9,0.0,85.6,9.9,0.2168421052631579
51.5,5.7,102.0,70.0,0.0,87.9,9.9,0.2162857142857143
55.3,4.1,106.0,73.9,0.0,90.2,7.0,0.26999999999999996
48.3,7.1,106.0,75.0,0.0,89.6,13.0,0.18421052631578946
45.0,8.5,104.0,70.0,0.0,86.0,15.9,0.139
40.1,6.5,104.0,70.0,0.0,87.6,13.0,0.19342105263157894
45.2,6.8,104.0,71.1,0.0,86.9,14.0,0.2004166666666667
46.6,5.9,102.9,72.0,0.0,88.4,11.1,0.21777777777777776
47.5,6.4,102.9,73.0,0.0,89.1,13.0,0.20125
47.5,6.2,104.0,68.0,0.0,85.9,13.0,0.29333333333333333
49.1,5.8,107.1,70.0,0.0,89.5,9.9,0.21958333333333335
46.9,7.2,100.0,64.0,0.0,81.8,13.0,0.18377777777777776
50.5,4.6,100.0,64.0,0.0,83.9,8.9,0.4147727272727273
52.5,5.7,102.0,70.0,0.0,85.2,9.9,0.47375
53.3,6.2,102.0,71.1,0.0,86.3,11.1,0.2742857142857143
50.9,5.6,105.1,71.1,0.0,87.7,9.9,0.22630434782608697
51.3,6.0,106.0,72.0,0.0,90.9,11.1,0.21760869565217392
50.8,6.3,106.0,75.9,0.0,91.4,12.0,0.1934090909090909
51.8,7.1,105.1,75.0,0.0,89.3,15.9,0.21458333333333335
54.8,5.5,104.0,73.9,0.0,87.7,15.0,0.2570454545454546
57.1,4.8,102.9,73.9,0.0,90.7,8.9,0.3308888888888889
61.3,4.6,102.9,79.0,0.0,92.0,12.0,0.4177777777777778
53.0,6.5,102.9,75.0,0.0,89.5,8.9,0.23372093023255816
50.3,8.0,102.9,64.0,0.0,80.4,15.0,0.17555555555555558
50.3,6.2,90.0,64.0,0.0,76.5,11.1,0.6718181818181819
52.2,3.1,91.0,66.0,0.0,77.6,11.1,0.6075
55.3,5.8,93.0,66.0,0.0,78.7,13.0,0.4437209302325581
55.4,6.7,93.0,62.1,0.0,74.5,13.0,0.26906976744186045
53.8,6.2,93.9,62.1,0.0,79.2,8.9,0.28448275862068967
53.7,5.9,95.0,64.9,0.0,79.7,11.1,0.31
52.1,5.2,96.1,64.9,0.0,80.3,8.9,0.338
49.8,6.3,98.1,64.9,0.0,81.8,11.1,0.3282857142857143
45.9,4.5,99.0,64.9,0.0,82.4,9.9,0.37822222222222224
49.0,3.9,104.0,66.9,0.0,85.5,8.0,0.7579545454545454
52.0,4.2,106.0,70.0,0.0,87.6,8.0,0.644
52.8,4.9,107.1,71.1,0.0,89.0,8.9,0.4875
46.5,5.6,107.1,73.0,0.0,89.2,11.1,0.31735294117647056
43.2,6.0,102.9,64.9,0.0,80.4,14.0,0.22711111111111112
44.9,6.2,93.9,59.0,0.0,74.9,9.9,0.2393478260869565
46.7,5.6,93.9,59.0,0.0,76.3,8.9,0.3
45.4,4.3,97.0,60.1,0.0,80.5,8.0,0.32272727272727275
46.7,4.5,100.9,64.0,0.0,82.6,8.0,0.33749999999999997
46.0,3.7,104.0,64.9,0.0,86.1,8.0,0.33767441860465114
48.6,5.3,106.0,70.0,0.0,89.2,12.0,0.32659574468085106
44.8,6.8,106.0,70.0,0.0,87.6,14.0,0.24851063829787234
54.1,3.5,107.1,70.0,0.0,90.3,7.0,0.3334782608695652
50.7,6.6,107.1,75.9,0.0,88.9,11.1,0.1981395348837209
50.7,7.0,98.1,70.0,0.0,82.7,12.0,0.16043478260869565
52.0,5.6,99.0,69.1,0.0,83.3,9.9,0.20651162790697677
47.1,4.9,99.0,68.0,0.0,83.6,12.0,0.24025641025641023
45.8,3.2,100.0,68.0,0.0,84.4,8.0,0.34844444444444445
48.0,3.8,100.0,68.0,0.0,83.4,8.9,0.3140425531914894
50.4,5.6,97.0,64.0,0.0,79.3,11.1,0.27695652173913043
52.2,5.3,93.9,61.0,0.0,76.1,9.9,0.2597826086956522
51.8,5.3,91.0,61.0,0.0,75.4,13.0,0.2628571428571429
54.0,9.9,87.1,60.1,0.0,72.7,14.0,0.1631111111111111
48.0,5.9,87.1,60.1,0.0,71.4,15.0,0.22794871794871796
51.5,3.2,93.9,60.1,0.0,76.9,6.0,0.3706382978723405
48.5,3.6,100.0,64.0,0.0,79.6,8.0,0.5709756097560975
48.9,5.1,100.0,64.0,0.0,81.0,14.0,0.3304545454545455
52.0,3.0,91.9,66.9,0.0,80.2,7.0,0.4459574468085107
53.7,3.1,91.9,68.0,0.0,79.7,7.0,0.6082608695652174
54.2,3.4,91.0,63.0,0.0,76.1,8.0,0.43782608695652175
50.2,6.1,87.1,59.0,0.0,72.5,9.9,0.22361111111111112
