DEWP,WDSP,MAX,MIN,PRCP,TEMP,MXSPD,value
30.0,1.2,88.0,55.0,0.0,71.7,5.1,36.458333333333336
41.7,1.5,87.1,54.0,0.0,65.5,8.9,32.041666666666664
52.9,1.4,75.0,54.0,0.02,61.8,6.0,21.541666666666668
47.2,1.4,69.1,53.1,0.02,60.3,4.1,22.625
49.4,1.3,71.1,53.1,0.0,60.8,5.1,34.041666666666664
48.6,0.9,75.9,52.0,0.0,62.4,5.1,35.791666666666664
54.4,0.8,75.9,52.0,0.0,61.2,5.1,28.458333333333332
57.1,2.1,69.1,57.0,0.04,63.0,6.0,18.375
54.7,0.5,71.1,59.0,0.01,62.9,4.1,17.458333333333332
56.1,2.3,71.1,57.0,0.0,60.0,7.0,16.916666666666668
50.4,0.8,70.0,50.0,0.49,57.7,6.0,21.916666666666668
45.0,0.6,82.0,50.0,0.0,63.8,4.1,26.263157894736842
46.0,0.7,88.0,52.0,0.0,69.8,6.0,29.333333333333332
48.0,0.7,88.0,57.9,0.0,71.1,4.1,34.04545454545455
56.6,0.7,84.9,57.9,0.0,63.6,5.1,31.869565217391305
53.9,0.7,71.1,57.9,0.0,62.1,4.1,25.708333333333332
53.4,0.5,68.0,55.0,0.0,60.0,7.0,35.75
54.2,0.4,68.0,54.0,0.0,59.0,4.1,28.291666666666668
55.4,1.1,71.1,54.0,0.0,60.9,6.0,42.125
55.6,0.5,71.1,55.9,0.0,61.2,4.1,38.714285714285715
55.7,0.6,72.0,55.9,0.0,61.7,4.1,47.69565217391305
54.2,1.2,72.0,55.9,0.0,59.8,6.0,63.458333333333336
52.7,1.5,69.1,55.0,0.0,58.0,4.1,60.130434782608695
52.1,1.3,69.1,54.0,0.0,59.3,5.1,45.458333333333336
52.6,1.3,69.1,55.0,0.0,60.0,7.0,35.0
54.4,1.3,73.9,55.0,0.0,62.8,4.1,34.0
48.7,0.3,84.9,55.9,0.0,67.3,5.1,32.391304347826086
45.0,0.2,90.0,55.9,0.0,71.8,4.1,30.1
39.2,1.3,90.0,57.9,0.0,74.5,4.1,26.5
41.0,0.6,90.0,55.9,0.0,70.3,4.1,32.31818181818182
45.5,0.7,89.1,55.9,0.0,67.3,5.1,41.041666666666664
53.9,0.8,81.0,55.9,0.0,59.7,4.1,43.142857142857146
51.7,1.3,68.0,55.9,0.0,59.9,5.1,37.458333333333336
52.8,0.9,68.0,52.0,0.0,57.8,5.1,46.583333333333336
53.1,0.4,66.9,52.0,0.0,59.2,4.1,54.608695652173914
52.2,0.9,66.9,55.9,0.0,58.7,4.1,57.0
43.7,0.6,84.0,50.0,0.0,63.0,5.1,43.666666666666664
25.2,0.9,84.0,50.0,0.0,66.8,4.1,28.695652173913043
38.1,0.1,82.9,53.1,0.0,66.2,2.9,35.458333333333336
50.4,1.1,73.9,52.0,0.0,61.3,6.0,28.583333333333332
30.6,0.9,75.9,46.9,0.0,61.9,6.0,45.36363636363637
21.2,0.6,75.9,46.9,0.0,60.0,2.9,35.458333333333336
25.4,0.7,77.0,46.9,0.0,61.8,5.1,35.083333333333336
45.0,0.5,75.9,48.9,0.0,61.0,2.9,66.14285714285714
50.3,0.2,75.9,48.9,0.0,58.1,4.1,64.78260869565217
51.8,0.0,73.0,48.9,0.0,57.7,4.1,67.1304347826087
52.3,0.5,73.0,48.9,0.0,55.4,5.1,57.476190476190474
49.9,0.6,63.0,51.1,0.0,56.6,5.1,70.78260869565217
49.9,0.7,64.0,53.1,0.0,57.0,5.1,57.041666666666664
50.8,1.0,64.9,53.1,0.0,55.8,2.9,46.75
49.3,0.1,66.9,46.9,0.0,55.7,2.9,58.6
51.0,1.9,66.9,46.9,0.0,59.3,6.0,36.411764705882355
50.2,0.7,66.0,50.0,0.01,57.3,5.1,40.958333333333336
52.2,1.5,66.0,50.0,0.0,57.6,6.0,19.304347826086957
41.4,1.2,62.1,46.0,0.12,54.3,5.1,17.15
34.9,1.0,66.9,46.0,0.0,54.8,5.1,24.391304347826086
33.8,0.8,66.9,43.0,0.0,53.4,2.9,23.227272727272727
43.7,1.5,64.0,43.0,0.0,52.9,6.0,30.375
50.1,4.0,59.0,46.9,0.51,54.8,13.0,11.304347826086957
36.7,1.0,57.9,39.0,1.68,46.0,6.0,16.17391304347826
37.0,0.6,57.9,39.0,0.0,48.3,2.9,27.625
43.5,0.8,66.0,39.9,0.03,53.8,4.1,26.304347826086957
32.7,0.4,69.1,42.1,0.0,53.7,4.1,25.208333333333332
32.4,1.2,69.1,42.1,0.0,54.0,6.0,25.083333333333332
37.9,0.0,66.0,41.0,0.0,51.1,999.9,40.666666666666664
39.9,0.1,69.1,41.0,0.0,56.7,2.9,36.578947368421055
40.3,0.1,69.1,46.9,0.0,55.1,2.9,44.875
48.0,2.3,64.0,46.9,0.01,56.0,8.0,30.666666666666668
51.3,4.3,61.0,52.0,1.74,55.2,11.1,8.375
48.7,1.0,61.0,51.1,0.2,53.8,4.1,18.0
43.8,0.7,57.0,44.1,0.54,51.3,6.0,9.956521739130435
43.3,0.7,55.0,42.1,0.24,49.2,7.0,11.285714285714286
41.7,2.6,55.0,42.1,0.01,48.9,7.0,16.75
49.5,5.2,55.0,46.0,2.42,51.7,9.9,4.363636363636363
48.9,1.7,59.0,45.0,1.88,52.9,6.0,10.210526315789474
40.3,3.8,55.9,39.0,0.0,47.5,6.0,33.413333333333334
38.2,2.6,60.1,39.0,0.0,47.5,4.1,27.641666666666666
42.4,2.0,60.1,39.0,0.0,53.0,5.1,32.22608695652173
43.6,4.1,63.0,46.9,0.0,54.6,8.9,31.616666666666664
42.2,4.4,63.0,42.1,0.0,51.4,8.0,19.23157894736842
41.2,2.3,60.1,39.0,0.0,47.7,7.0,28.55454545454546
41.2,2.4,59.0,37.9,0.0,46.1,7.0,40.0375
40.9,4.2,55.0,37.9,0.0,44.7,8.9,24.517391304347825
43.6,4.1,54.0,42.1,0.0,47.0,8.9,32.47272727272727
39.7,2.1,59.0,37.0,0.0,45.7,7.0,31.28
40.4,2.4,60.1,37.0,0.0,48.4,7.0,43.32608695652174
39.7,1.9,60.1,39.0,0.0,48.7,7.0,62.73636363636364
40.3,2.7,64.0,39.9,0.0,49.6,4.1,68.12857142857143
40.5,1.7,64.0,39.9,0.0,51.4,5.1,59.06
43.8,2.8,68.0,39.9,0.0,51.8,8.9,48.41904761904762
45.6,4.0,68.0,42.1,0.0,52.5,8.9,54.85
44.6,2.2,70.0,43.0,0.0,54.3,5.1,81.83181818181818
44.4,2.5,70.0,43.0,0.0,55.0,7.0,58.8375
37.6,6.1,69.1,44.1,0.0,56.3,15.0,59.275000000000006
31.2,4.9,68.0,39.0,0.0,53.2,14.0,24.900000000000002
41.2,4.1,55.9,43.0,0.13,47.1,12.0,17.3375
37.9,4.7,60.1,41.0,0.0,47.7,11.1,17.3
38.4,2.3,62.1,37.9,0.0,48.7,5.1,43.766666666666666
44.2,6.4,61.0,43.0,0.0,52.2,12.0,16.78181818181818
37.4,4.4,61.0,37.9,0.0,49.6,15.9,15.960000000000003
26.7,3.2,73.0,39.9,0.0,55.7,6.0,34.80555555555556
24.3,3.0,73.9,41.0,0.0,57.9,6.0,29.400000000000002
39.0,3.1,80.1,48.9,0.0,64.8,11.1,23.566666666666666
37.7,8.3,80.1,46.9,0.0,62.3,15.0,30.139999999999997
39.5,5.6,82.9,54.0,0.0,68.3,13.0,39.07
37.7,5.8,78.1,48.0,0.0,59.5,15.0,36.48333333333333
35.8,4.2,77.0,48.0,0.0,62.2,8.9,35.65
36.3,7.6,73.0,46.9,0.0,58.6,15.0,18.55
37.1,4.5,82.0,46.9,0.0,65.8,8.0,20.533333333333335
39.6,7.4,86.0,52.0,0.0,71.6,18.1,27.9
42.3,9.8,89.1,57.0,0.0,76.8,14.0,32.5
36.2,8.6,90.0,59.0,0.0,76.1,13.0,30.1
44.3,7.5,90.0,60.1,0.0,75.0,14.0,46.2
51.3,6.2,104.0,71.1,0.0,89.2,13.0,47.75555555555556
50.8,6.4,104.0,72.0,0.0,88.6,14.0,44.46111111111111
51.1,6.4,104.0,70.0,0.0,87.1,11.1,36.13529411764706
49.3,6.7,102.0,70.0,0.0,86.8,12.0,28.75714285714286
46.4,7.3,100.9,68.0,0.0,84.3,14.0,38.55
47.2,6.7,99.0,68.0,0.0,82.5,13.0,33.49285714285714
42.4,8.0,95.0,61.0,0.0,75.0,14.0,36.669230769230765
37.2,10.1,84.0,55.9,0.0,67.8,15.0,44.21111111111111
36.6,11.8,78.1,53.1,0.0,64.9,18.1,26.142857142857142
33.3,8.7,84.0,53.1,0.0,69.1,13.0,27.153846153846153
40.0,7.8,91.0,55.9,0.0,74.4,13.0,17.764705882352942
54.4,7.1,96.1,62.1,0.0,81.5,9.9,18.428571428571427
55.5,10.0,96.1,66.0,0.0,79.2,18.1,26.944444444444443
46.4,10.5,91.9,64.9,0.0,77.9,15.9,32.333333333333336
43.0,7.1,96.1,64.9,0.0,80.3,14.0,55.0
48.1,3.8,105.1,64.9,0.0,86.0,12.0,48.25
54.2,4.4,111.0,71.1,0.0,94.5,9.9,53.25
53.3,5.8,111.0,78.1,0.0,94.6,9.9,47.0
48.9,6.1,108.0,71.1,0.0,89.0,9.9,32.8
47.6,6.3,104.0,64.9,0.0,82.7,12.0,32.733333333333334
49.1,6.4,96.1,64.9,0.0,80.5,12.0,29.27777777777778
51.4,7.4,96.1,64.9,0.0,79.8,14.0,31.0
51.2,7.7,95.0,64.9,0.0,79.3,13.0,31.0
53.0,6.0,99.0,64.9,0.0,85.2,11.1,28.0
58.7,4.3,107.1,72.0,0.0,91.8,12.0,34.23076923076923
56.0,9.3,107.1,73.0,0.0,87.9,15.0,34.76923076923077
51.3,8.4,102.9,73.0,0.0,87.5,18.1,33.666666666666664
55.2,6.0,104.0,73.0,0.0,91.6,12.0,44.0
56.4,6.0,104.0,73.0,0.0,86.5,15.0,44.3
56.2,6.9,100.9,71.1,0.0,86.2,14.0,41.142857142857146
56.2,6.7,100.9,71.1,0.0,86.5,12.0,35.888888888888886
54.7,6.1,100.0,71.1,0.0,85.7,12.0,30.11764705882353
52.3,6.6,100.9,68.0,0.0,84.3,13.0,54.3125
51.3,8.4,100.0,68.0,0.0,85.2,12.0,36.94736842105263
49.0,7.9,100.0,69.1,0.0,83.8,15.0,52.0
52.0,6.4,106.0,69.1,0.0,88.1,12.0,38.57142857142857
51.2,5.9,111.0,73.0,0.0,94.5,9.9,45.3125
48.0,7.1,111.0,81.0,0.0,96.3,15.0,30.0
46.4,6.6,114.1,77.0,0.0,93.5,15.9,38.166666666666664
51.8,5.9,108.0,73.9,0.0,90.4,12.0,45.88235294117647
52.4,6.4,105.1,70.0,0.0,86.1,12.0,49.3
51.8,6.2,100.9,70.0,0.0,86.5,11.1,35.8
48.7,6.9,100.0,66.9,0.0,83.8,12.0,35.4
50.2,6.1,102.0,66.9,0.0,85.6,9.9,37.54545454545455
51.5,5.7,102.0,70.0,0.0,87.9,9.9,32.05555555555556
55.3,4.1,106.0,73.9,0.0,90.2,7.0,45.375
48.3,7.1,106.0,75.0,0.0,89.6,13.0,37.526315789473685
45.0,8.5,104.0,70.0,0.0,86.0,15.9,26.6
40.1,6.5,104.0,70.0,0.0,87.6,13.0,31.952380952380953
45.2,6.8,104.0,71.1,0.0,86.9,14.0,41.388888888888886
46.6,5.9,102.9,72.0,0.0,88.4,11.1,37.23076923076923
47.5,6.4,102.9,73.0,0.0,89.1,13.0,34.625
47.5,6.2,104.0,68.0,0.0,85.9,13.0,58.833333333333336
49.1,5.8,107.1,70.0,0.0,89.5,9.9,45.833333333333336
46.9,7.2,100.0,64.0,0.0,81.8,13.0,37.5
50.5,4.6,100.0,64.0,0.0,83.9,8.9,74.31818181818181
52.5,5.7,102.0,70.0,0.0,85.2,9.9,79.75
53.3,6.2,102.0,71.1,0.0,86.3,11.1,71.71428571428571
50.9,5.6,105.1,71.1,0.0,87.7,9.9,53.65217391304348
51.3,6.0,106.0,72.0,0.0,90.9,11.1,53.82608695652174
50.8,6.3,106.0,75.9,0.0,91.4,12.0,47.86363636363637
51.8,7.1,105.1,75.0,0.0,89.3,15.9,57.666666666666664
54.8,5.5,104.0,73.9,0.0,87.7,15.0,60.95454545454545
57.1,4.8,102.9,73.9,0.0,90.7,8.9,55.95652173913044
61.3,4.6,102.9,79.0,0.0,92.0,12.0,69.63636363636364
53.0,6.5,102.9,75.0,0.0,89.5,8.9,51.130434782608695
50.3,8.0,102.9,64.0,0.0,80.4,15.0,71.4090909090909
50.3,6.2,90.0,64.0,0.0,76.5,11.1,222.0
52.2,3.1,91.0,66.0,0.0,77.6,11.1,132.16666666666666
55.3,5.8,93.0,66.0,0.0,78.7,13.0,108.68181818181819
55.4,6.7,93.0,62.1,0.0,74.5,13.0,54.523809523809526
53.8,6.2,93.9,62.1,0.0,79.2,8.9,50.5
53.7,5.9,95.0,64.9,0.0,79.7,11.1,72.47619047619048
52.1,5.2,96.1,64.9,0.0,80.3,8.9,80.04545454545455
49.8,6.3,98.1,64.9,0.0,81.8,11.1,75.76470588235294
45.9,4.5,99.0,64.9,0.0,82.4,9.9,79.0
49.0,3.9,104.0,66.9,0.0,85.5,8.0,130.3181818181818
52.0,4.2,106.0,70.0,0.0,87.6,8.0,114.8695652173913
52.8,4.9,107.1,71.1,0.0,89.0,8.9,86.25
46.5,5.6,107.1,73.0,0.0,89.2,11.1,78.52173913043478
43.2,6.0,102.9,64.9,0.0,80.4,14.0,65.91304347826087
44.9,6.2,93.9,59.0,0.0,74.9,9.9,65.04347826086956
46.7,5.6,93.9,59.0,0.0,76.3,8.9,76.22727272727273
45.4,4.3,97.0,60.1,0.0,80.5,8.0,73.68181818181819
46.7,4.5,100.9,64.0,0.0,82.6,8.0,66.95454545454545
46.0,3.7,104.0,64.9,0.0,86.1,8.0,58.5
48.6,5.3,106.0,70.0,0.0,89.2,12.0,91.66666666666667
44.8,6.8,106.0,70.0,0.0,87.6,14.0,96.375
54.1,3.5,107.1,70.0,0.0,90.3,7.0,77.30434782608695
50.7,6.6,107.1,75.9,0.0,88.9,11.1,68.9090909090909
50.7,7.0,98.1,70.0,0.0,82.7,12.0,34.75
52.0,5.6,99.0,69.1,0.0,83.3,9.9,40.68181818181818
47.1,4.9,99.0,68.0,0.0,83.6,12.0,36.0
45.8,3.2,100.0,68.0,0.0,84.4,8.0,61.130434782608695
48.0,3.8,100.0,68.0,0.0,83.4,8.9,70.5
50.4,5.6,97.0,64.0,0.0,79.3,11.1,74.0
52.2,5.3,93.9,61.0,0.0,76.1,9.9,79.0
51.8,5.3,91.0,61.0,0.0,75.4,13.0,71.27272727272727
54.0,9.9,87.1,60.1,0.0,72.7,14.0,41.333333333333336
48.0,5.9,87.1,60.1,0.0,71.4,15.0,36.27777777777778
51.5,3.2,93.9,60.1,0.0,76.9,6.0,87.33333333333333
48.5,3.6,100.0,64.0,0.0,79.6,8.0,104.23809523809524
48.9,5.1,100.0,64.0,0.0,81.0,14.0,85.04347826086956
52.0,3.0,91.9,66.9,0.0,80.2,7.0,112.29166666666667
53.7,3.1,91.9,68.0,0.0,79.7,7.0,126.08333333333333
54.2,3.4,91.0,63.0,0.0,76.1,8.0,81.45833333333333
50.2,6.1,87.1,59.0,0.0,72.5,9.9,49.55555555555556
50.6,10.3,87.1,59.0,0.0,70.1,14.0,86.91666666666667
35.6,4.4,81.0,55.9,0.0,67.0,9.9,80.16666666666667
39.9,3.2,87.1,55.9,0.0,70.5,7.0,77.75
38.8,2.8,91.9,57.0,0.0,73.5,6.0,106.47826086956522
39.9,2.0,93.0,59.0,0.0,74.5,5.1,100.83333333333333
37.8,3.3,93.0,60.1,0.0,73.5,6.0,129.33333333333334
42.1,3.3,90.0,59.0,0.0,72.4,6.0,144.3684210526316
40.7,2.5,90.0,59.0,0.0,75.1,7.0,131.70833333333334
43.9,4.2,87.1,60.1,0.0,72.3,8.0,59.34782608695652
43.6,5.6,84.9,59.0,0.0,69.4,12.0,60.416666666666664
46.1,6.6,81.0,52.0,0.0,63.7,13.0,51.91304347826087
45.5,4.9,72.0,48.9,0.4,59.4,12.0,19.5
44.8,3.6,75.9,48.9,0.0,62.8,7.0,42.34782608695652
40.1,9.9,75.9,51.1,0.0,62.8,25.1,198.08
22.1,10.7,70.0,46.0,0.0,58.1,26.0,48.57142857142857
28.4,3.4,73.0,46.0,0.0,57.8,8.9,54.9375
30.8,2.3,75.0,46.0,0.0,60.4,6.0,56.166666666666664
36.6,2.9,82.0,46.9,0.0,63.8,6.0,64.08510638297872
38.6,2.1,84.0,50.0,0.0,66.5,6.0,53.0
33.8,5.2,84.0,52.0,0.0,68.2,11.1,45.12765957446808
40.8,9.3,82.9,50.0,0.01,60.6,20.0,36.25
38.7,3.8,70.0,45.0,0.0,56.6,8.0,31.644444444444446
