DEWP,WDSP,MAX,MIN,PRCP,TEMP,MXSPD,value
61.4,1.6,82.9,66.9,0.0,71.9,5.1,0.000375
57.8,0.9,91.9,64.0,0.0,74.7,6.0,0.0011666666666666668
59.6,1.5,89.1,64.9,0.0,73.3,7.0,0.001
60.7,0.4,84.9,66.9,0.0,74.2,4.1,0.001
60.6,1.2,82.9,66.9,0.0,72.2,7.0,0.001
60.6,1.5,80.1,66.2,0.0,72.2,4.1,0.001
60.6,1.1,86.0,66.0,0.0,72.8,6.0,0.00125
60.8,1.4,86.0,64.0,0.0,72.2,5.1,0.001
60.0,1.1,89.1,64.0,0.0,74.2,4.1,0.001
58.2,0.7,91.9,66.0,0.0,78.1,5.1,0.0011666666666666668
58.5,0.9,91.9,69.1,0.0,77.5,5.1,0.001
61.7,1.4,90.0,68.0,0.0,75.2,6.0,0.001
60.4,0.9,88.0,66.9,0.0,74.2,5.1,0.001
61.2,0.7,88.0,66.9,0.0,76.4,4.1,0.0010833333333333335
64.2,1.3,89.1,69.1,0.0,75.2,6.0,0.001
63.4,1.4,86.0,70.0,0.0,73.6,4.1,0.001
61.3,1.3,79.0,66.9,0.0,71.8,6.0,0.001
60.3,1.6,79.0,66.0,0.0,70.7,5.1,0.001
60.6,0.8,77.0,64.9,0.0,69.1,4.1,0.001
59.1,1.3,75.9,64.0,0.0,68.8,6.0,0.0007083333333333334
58.3,1.6,77.0,63.0,0.0,68.3,7.0,0.0005789473684210526
59.0,1.4,78.1,61.0,0.0,68.9,5.1,0.0008333333333333334
59.9,1.2,82.9,61.0,0.0,70.3,4.1,0.000625
58.2,1.3,91.0,63.0,0.0,74.0,7.0,0.001
58.2,0.9,91.0,62.1,0.0,72.7,5.1,0.001
60.0,1.1,84.9,60.1,0.0,69.5,7.0,0.001
60.3,1.1,81.0,60.1,0.0,68.7,4.1,0.0008333333333333334
60.8,1.5,81.0,61.0,0.0,69.2,5.1,0.0009583333333333333
60.0,1.0,81.0,63.0,0.0,68.2,5.1,0.0008333333333333334
60.2,1.0,77.0,64.0,0.0,69.9,4.1,0.0005416666666666668
59.6,0.9,77.0,64.9,0.0,69.2,6.0,8.695652173913044e-05
59.3,1.6,77.0,63.0,0.0,67.6,6.0,0.000125
56.9,1.5,88.0,61.0,0.0,71.7,7.0,0.0007083333333333334
53.7,1.1,93.9,61.0,0.0,74.7,7.0,0.0009166666666666666
61.0,1.2,93.9,62.1,0.0,75.0,5.1,0.0009166666666666666
63.9,0.8,86.0,66.9,0.0,74.1,6.0,0.0008333333333333334
63.1,1.1,84.0,64.9,0.0,71.2,6.0,0.0007500000000000001
61.7,1.8,89.1,64.0,0.0,72.3,6.0,0.000625
61.3,1.5,89.1,64.0,0.0,72.4,4.1,0.0007916666666666666
59.7,1.2,88.0,64.9,0.01,74.9,6.0,0.001
59.4,0.9,88.0,63.0,0.0,72.1,4.1,0.001090909090909091
57.3,1.2,84.9,59.0,0.0,67.6,5.1,0.0008260869565217391
56.5,0.8,78.1,57.0,0.0,65.5,5.1,0.0004583333333333333
58.0,1.5,80.1,57.0,0.0,66.6,6.0,0.00037500000000000006
56.1,1.3,75.9,61.0,0.0,65.2,5.1,0.00020833333333333335
55.8,1.2,75.0,60.1,0.0,65.5,4.1,0.00026086956521739134
55.1,1.7,75.0,59.0,0.0,64.9,6.0,8.695652173913044e-05
56.5,1.2,75.9,59.0,0.0,65.4,7.0,0.0002916666666666667
58.4,0.6,84.0,59.0,0.0,69.2,5.1,0.0006086956521739131
60.3,1.1,93.9,62.1,0.0,75.0,5.1,0.0007619047619047619
58.7,0.6,93.9,64.0,0.0,75.2,5.1,0.0007272727272727273
58.1,0.5,88.0,63.0,0.0,71.3,4.1,0.0009583333333333333
57.8,0.9,81.0,60.1,0.0,65.7,6.0,0.0004583333333333333
58.6,1.6,75.9,60.1,0.0,66.5,7.0,0.0004166666666666667
57.9,1.4,73.9,61.0,0.0,64.5,5.1,0.0
57.4,0.9,69.1,63.0,0.0,64.5,5.1,0.0
57.7,0.7,71.1,62.6,0.0,66.0,6.0,0.0005
56.4,1.5,73.0,59.0,0.0,65.6,6.0,0.00016666666666666666
53.0,1.0,86.0,57.9,0.0,69.5,6.0,0.0002916666666666667
45.7,0.9,90.0,57.9,0.0,72.0,5.1,0.000782608695652174
50.5,1.1,90.0,57.9,0.0,72.8,6.0,0.0007500000000000001
45.2,0.5,93.0,57.9,0.0,75.3,2.9,0.0007500000000000001
49.3,0.8,93.0,61.0,0.0,73.7,4.1,0.001
58.4,1.5,86.0,66.0,0.12,71.7,5.1,0.0002916666666666667
59.5,1.2,81.0,62.1,0.02,66.7,5.1,4.1666666666666665e-05
58.6,0.7,73.9,62.1,0.0,65.9,4.1,0.00019047619047619048
56.7,0.9,71.1,62.1,0.01,65.1,6.0,8.333333333333333e-05
52.0,1.2,71.1,55.9,0.0,63.2,5.1,0.00020833333333333335
50.5,0.5,79.0,55.0,0.0,65.4,4.1,0.0004347826086956522
53.6,1.6,79.0,55.0,0.0,64.3,7.0,0.0003333333333333333
22.9,4.1,73.0,57.0,0.0,63.8,9.9,0.0
30.3,1.2,73.0,51.1,0.0,61.3,6.0,0.00020833333333333335
39.5,1.1,75.9,51.1,0.0,62.6,6.0,0.0005
36.7,0.7,88.0,52.0,0.0,68.0,7.0,0.0005416666666666668
30.0,1.2,88.0,55.0,0.0,71.7,5.1,0.0005
41.7,1.5,87.1,54.0,0.0,65.5,8.9,0.0007500000000000001
52.9,1.4,75.0,54.0,0.02,61.8,6.0,0.0
47.2,1.4,69.1,53.1,0.02,60.3,4.1,0.000125
49.4,1.3,71.1,53.1,0.0,60.8,5.1,0.00025
48.6,0.9,75.9,52.0,0.0,62.4,5.1,0.00025
54.4,0.8,75.9,52.0,0.0,61.2,5.1,0.000125
57.1,2.1,69.1,57.0,0.04,63.0,6.0,0.0
54.7,0.5,71.1,59.0,0.01,62.9,4.1,0.0
56.1,2.3,71.1,57.0,0.0,60.0,7.0,0.0
50.4,0.8,70.0,50.0,0.49,57.7,6.0,0.0
45.0,0.6,82.0,50.0,0.0,63.8,4.1,8.333333333333333e-05
46.0,0.7,88.0,52.0,0.0,69.8,6.0,0.00045000000000000004
48.0,0.7,88.0,57.9,0.0,71.1,4.1,0.0008695652173913044
56.6,0.7,84.9,57.9,0.0,63.6,5.1,0.00020833333333333335
53.9,0.7,71.1,57.9,0.0,62.1,4.1,0.0
53.4,0.5,68.0,55.0,0.0,60.0,7.0,0.00020833333333333335
54.2,0.4,68.0,54.0,0.0,59.0,4.1,4.1666666666666665e-05
55.4,1.1,71.1,54.0,0.0,60.9,6.0,0.00020833333333333335
55.6,0.5,71.1,55.9,0.0,61.2,4.1,0.0
55.7,0.6,72.0,55.9,0.0,61.7,4.1,0.00020833333333333335
54.2,1.2,72.0,55.9,0.0,59.8,6.0,0.0
52.7,1.5,69.1,55.0,0.0,58.0,4.1,0.0
52.1,1.3,69.1,54.0,0.0,59.3,5.1,0.0
52.6,1.3,69.1,55.0,0.0,60.0,7.0,0.0
54.4,1.3,73.9,55.0,0.0,62.8,4.1,0.0
48.7,0.3,84.9,55.9,0.0,67.3,5.1,0.00016666666666666666
45.0,0.2,90.0,55.9,0.0,71.8,4.1,0.0004583333333333333
39.2,1.3,90.0,57.9,0.0,74.5,4.1,0.00030434782608695655
41.0,0.6,90.0,55.9,0.0,70.3,4.1,0.00018181818181818183
45.5,0.7,89.1,55.9,0.0,67.3,5.1,0.0005
53.9,0.8,81.0,55.9,0.0,59.7,4.1,0.00027272727272727274
51.7,1.3,68.0,55.9,0.0,59.9,5.1,0.0
52.8,0.9,68.0,52.0,0.0,57.8,5.1,0.00016666666666666666
53.1,0.4,66.9,52.0,0.0,59.2,4.1,8.695652173913044e-05
52.2,0.9,66.9,55.9,0.0,58.7,4.1,0.0
43.7,0.6,84.0,50.0,0.0,63.0,5.1,0.0
25.2,0.9,84.0,50.0,0.0,66.8,4.1,4.347826086956522e-05
38.1,0.1,82.9,53.1,0.0,66.2,2.9,0.0005833333333333334
50.4,1.1,73.9,52.0,0.0,61.3,6.0,8.333333333333333e-05
30.6,0.9,75.9,46.9,0.0,61.9,6.0,8.695652173913044e-05
21.2,0.6,75.9,46.9,0.0,60.0,2.9,0.00020833333333333335
25.4,0.7,77.0,46.9,0.0,61.8,5.1,0.0003181818181818182
37.9,0.7,77.0,48.9,0.0,60.7,2.9,0.000625
45.0,0.5,75.9,48.9,0.0,61.0,2.9,0.0005652173913043479
50.3,0.2,75.9,48.9,0.0,58.1,4.1,0.0008695652173913044
51.8,0.0,73.0,48.9,0.0,57.7,4.1,0.0007391304347826087
52.3,0.5,73.0,48.9,0.0,55.4,5.1,0.0
49.9,0.6,63.0,51.1,0.0,56.6,5.1,0.0
49.9,0.7,64.0,53.1,0.0,57.0,5.1,0.0
50.8,1.0,64.9,53.1,0.0,55.8,2.9,0.0
49.3,0.1,66.9,46.9,0.0,55.7,2.9,0.00016666666666666666
51.0,1.9,66.9,46.9,0.0,59.3,6.0,0.0
50.2,0.7,66.0,50.0,0.01,57.3,5.1,0.0
52.2,1.5,66.0,50.0,0.0,57.6,6.0,0.0
41.4,1.2,62.1,46.0,0.12,54.3,5.1,0.0
34.9,1.0,66.9,46.0,0.0,54.8,5.1,0.0
33.8,0.8,66.9,43.0,0.0,53.4,2.9,4.545454545454546e-05
43.7,1.5,64.0,43.0,0.0,52.9,6.0,4.1666666666666665e-05
50.1,4.0,59.0,46.9,0.51,54.8,13.0,0.0
36.7,1.0,57.9,39.0,1.68,46.0,6.0,0.0
37.0,0.6,57.9,39.0,0.0,48.3,2.9,0.0
43.5,0.8,66.0,39.9,0.03,53.8,4.1,4.1666666666666665e-05
32.7,0.4,69.1,42.1,0.0,53.7,4.1,4.1666666666666665e-05
32.4,1.2,69.1,42.1,0.0,54.0,6.0,0.000125
37.9,0.0,66.0,41.0,0.0,51.1,999.9,0.00016666666666666666
39.9,0.1,69.1,41.0,0.0,56.7,2.9,0.0
40.3,0.1,69.1,46.9,0.0,55.1,2.9,0.0004583333333333333
48.0,2.3,64.0,46.9,0.01,56.0,8.0,0.0002916666666666667
51.3,4.3,61.0,52.0,1.74,55.2,11.1,0.0
48.7,1.0,61.0,51.1,0.2,53.8,4.1,0.0
43.8,0.7,57.0,44.1,0.54,51.3,6.0,0.0
40.3,1.2,59.0,42.1,0.07,48.9,4.1,0.0
43.3,0.7,55.0,42.1,0.24,49.2,7.0,0.0
41.7,2.6,55.0,42.1,0.01,48.9,7.0,0.0
49.5,5.2,55.0,46.0,2.42,51.7,9.9,0.0
48.9,1.7,59.0,45.0,1.88,52.9,6.0,0.0
40.3,3.8,55.9,39.0,0.0,47.5,6.0,0.0
38.2,2.6,60.1,39.0,0.0,47.5,4.1,0.0
42.4,2.0,60.1,39.0,0.0,53.0,5.1,0.0
43.6,4.1,63.0,46.9,0.0,54.6,8.9,0.0
42.2,4.4,63.0,42.1,0.0,51.4,8.0,0.0
41.2,2.3,60.1,39.0,0.0,47.7,7.0,0.0
41.2,2.4,59.0,37.9,0.0,46.1,7.0,0.0
40.9,4.2,55.0,37.9,0.0,44.7,8.9,0.0
43.6,4.1,54.0,42.1,0.0,47.0,8.9,0.0
39.7,2.1,59.0,37.0,0.0,45.7,7.0,0.0
40.4,2.4,60.1,37.0,0.0,48.4,7.0,0.0
39.7,1.9,60.1,39.0,0.0,48.7,7.0,4.545454545454546e-05
40.3,2.7,64.0,39.9,0.0,49.6,4.1,0.0
40.5,1.7,64.0,39.9,0.0,51.4,5.1,0.0
43.8,2.8,68.0,39.9,0.0,51.8,8.9,4.761904761904762e-05
45.6,4.0,68.0,42.1,0.0,52.5,8.9,0.0
44.6,2.2,70.0,43.0,0.0,54.3,5.1,0.0
44.4,2.5,70.0,43.0,0.0,55.0,7.0,0.0
37.6,6.1,69.1,44.1,0.0,56.3,15.0,0.0
31.2,4.9,68.0,39.0,0.0,53.2,14.0,0.0
41.2,4.1,55.9,43.0,0.13,47.1,12.0,0.0
37.9,4.7,60.1,41.0,0.0,47.7,11.1,0.0
38.4,2.3,62.1,37.9,0.0,48.7,5.1,0.0
44.2,6.4,61.0,43.0,0.0,52.2,12.0,0.0
37.4,4.4,61.0,37.9,0.0,49.6,15.9,0.0
26.7,3.2,73.0,39.9,0.0,55.7,6.0,0.0
24.3,3.0,73.9,41.0,0.0,57.9,6.0,0.0
39.0,3.1,80.1,48.9,0.0,64.8,11.1,0.0
37.7,8.3,80.1,46.9,0.0,62.3,15.0,0.0
39.5,5.6,82.9,54.0,0.0,68.3,13.0,0.0001
37.7,5.8,78.1,48.0,0.0,59.5,15.0,0.0005
35.8,4.2,77.0,48.0,0.0,62.2,8.9,0.0
36.3,7.6,73.0,46.9,0.0,58.6,15.0,0.000125
37.1,4.5,82.0,46.9,0.0,65.8,8.0,0.0
39.6,7.4,86.0,52.0,0.0,71.6,18.1,0.0005454545454545455
42.3,9.8,89.1,57.0,0.0,76.8,14.0,0.001
36.2,8.6,90.0,59.0,0.0,76.1,13.0,0.001
44.3,7.5,90.0,60.1,0.0,75.0,14.0,0.001
51.3,6.2,104.0,71.1,0.0,89.2,13.0,0.001888888888888889
50.8,6.4,104.0,72.0,0.0,88.6,14.0,0.0012777777777777779
51.1,6.4,104.0,70.0,0.0,87.1,11.1,0.0010588235294117648
49.3,6.7,102.0,70.0,0.0,86.8,12.0,0.0017142857142857144
46.4,7.3,100.9,68.0,0.0,84.3,14.0,0.0006666666666666666
47.2,6.7,99.0,68.0,0.0,82.5,13.0,0.0007142857142857143
42.4,8.0,95.0,61.0,0.0,75.0,14.0,0.00023076923076923076
37.2,10.1,84.0,55.9,0.0,67.8,15.0,0.00011111111111111112
36.6,11.8,78.1,53.1,0.0,64.9,18.1,0.0005714285714285715
33.3,8.7,84.0,53.1,0.0,69.1,13.0,0.00023076923076923076
40.0,7.8,91.0,55.9,0.0,74.4,13.0,0.00041176470588235296
54.4,7.1,96.1,62.1,0.0,81.5,9.9,0.0007857142857142856
55.5,10.0,96.1,66.0,0.0,79.2,18.1,0.0006666666666666666
46.4,10.5,91.9,64.9,0.0,77.9,15.9,0.0005
43.0,7.1,96.1,64.9,0.0,80.3,14.0,0.001
48.1,3.8,105.1,64.9,0.0,86.0,12.0,0.002625
54.2,4.4,111.0,71.1,0.0,94.5,9.9,0.004
53.3,5.8,111.0,78.1,0.0,94.6,9.9,0.0021999999999999997
51.3,6.9,111.0,75.9,0.0,91.9,13.0,0.0014500000000000001
48.9,6.1,108.0,71.1,0.0,89.0,9.9,0.0011176470588235294
47.6,6.3,104.0,64.9,0.0,82.7,12.0,0.0007857142857142856
49.1,6.4,96.1,64.9,0.0,80.5,12.0,0.0008888888888888889
51.4,7.4,96.1,64.9,0.0,79.8,14.0,0.0008666666666666667
51.2,7.7,95.0,64.9,0.0,79.3,13.0,0.0015
53.0,6.0,99.0,64.9,0.0,85.2,11.1,0.0010666666666666667
58.7,4.3,107.1,72.0,0.0,91.8,12.0,0.0014615384615384616
56.0,9.3,107.1,73.0,0.0,87.9,15.0,0.0009230769230769231
51.3,8.4,102.9,73.0,0.0,87.5,18.1,0.0007333333333333333
55.2,6.0,104.0,73.0,0.0,91.6,12.0,0.002
56.4,6.0,104.0,73.0,0.0,86.5,15.0,0.001
56.2,6.9,100.9,71.1,0.0,86.2,14.0,0.0010714285714285715
56.2,6.7,100.9,71.1,0.0,86.5,12.0,0.0011666666666666668
54.7,6.1,100.0,71.1,0.0,85.7,12.0,0.001
52.3,6.6,100.9,68.0,0.0,84.3,13.0,0.0015294117647058824
51.3,8.4,100.0,68.0,0.0,85.2,12.0,0.0007368421052631579
49.0,7.9,100.0,69.1,0.0,83.8,15.0,0.001
52.0,6.4,106.0,69.1,0.0,88.1,12.0,0.002857142857142857
51.2,5.9,111.0,73.0,0.0,94.5,9.9,0.0015
48.0,7.1,111.0,81.0,0.0,96.3,15.0,0.001
46.4,6.6,114.1,77.0,0.0,93.5,15.9,0.0006666666666666666
51.8,5.9,108.0,73.9,0.0,90.4,12.0,0.0009411764705882353
52.4,6.4,105.1,70.0,0.0,86.1,12.0,0.00205
51.8,6.2,100.9,70.0,0.0,86.5,11.1,0.00075
48.7,6.9,100.0,66.9,0.0,83.8,12.0,0.0006000000000000001
50.2,6.1,102.0,66.9,0.0,85.6,9.9,0.0009090909090909091
51.5,5.7,102.0,70.0,0.0,87.9,9.9,0.0008888888888888889
55.3,4.1,106.0,73.9,0.0,90.2,7.0,0.0029375
48.3,7.1,106.0,75.0,0.0,89.6,13.0,0.0006000000000000001
45.0,8.5,104.0,70.0,0.0,86.0,15.9,0.0002
40.1,6.5,104.0,70.0,0.0,87.6,13.0,0.0005238095238095238
45.2,6.8,104.0,71.1,0.0,86.9,14.0,0.0008333333333333333
46.6,5.9,102.9,72.0,0.0,88.4,11.1,0.0009230769230769231
47.5,6.4,102.9,73.0,0.0,89.1,13.0,0.000875
47.5,6.2,104.0,68.0,0.0,85.9,13.0,0.005166666666666667
49.1,5.8,107.1,70.0,0.0,89.5,9.9,0.0007500000000000001
46.9,7.2,100.0,64.0,0.0,81.8,13.0,0.00045454545454545455
50.5,4.6,100.0,64.0,0.0,83.9,8.9,0.0015
52.5,5.7,102.0,70.0,0.0,85.2,9.9,0.000625
53.3,6.2,102.0,71.1,0.0,86.3,11.1,0.004857142857142857
50.9,5.6,105.1,71.1,0.0,87.7,9.9,0.0009130434782608696
51.3,6.0,106.0,72.0,0.0,90.9,11.1,0.0010434782608695653
50.8,6.3,106.0,75.9,0.0,91.4,12.0,0.0003181818181818182
51.8,7.1,105.1,75.0,0.0,89.3,15.9,0.0004166666666666667
54.8,5.5,104.0,73.9,0.0,87.7,15.0,0.0006818181818181818
57.1,4.8,102.9,73.9,0.0,90.7,8.9,0.0009130434782608696
61.3,4.6,102.9,79.0,0.0,92.0,12.0,0.0005714285714285715
53.0,6.5,102.9,75.0,0.0,89.5,8.9,0.00030434782608695655
50.3,8.0,102.9,64.0,0.0,80.4,15.0,0.00040909090909090913
50.3,6.2,90.0,64.0,0.0,76.5,11.1,0.0006666666666666666
52.2,3.1,91.0,66.0,0.0,77.6,11.1,0.0006666666666666666
55.3,5.8,93.0,66.0,0.0,78.7,13.0,0.0005454545454545455
55.4,6.7,93.0,62.1,0.0,74.5,13.0,0.00019047619047619048
53.8,6.2,93.9,62.1,0.0,79.2,8.9,0.00025
53.7,5.9,95.0,64.9,0.0,79.7,11.1,0.0007142857142857143
52.1,5.2,96.1,64.9,0.0,80.3,8.9,0.0007142857142857143
49.8,6.3,98.1,64.9,0.0,81.8,11.1,0.0006470588235294117
45.9,4.5,99.0,64.9,0.0,82.4,9.9,0.0012727272727272728
49.0,3.9,104.0,66.9,0.0,85.5,8.0,0.0011818181818181819
52.0,4.2,106.0,70.0,0.0,87.6,8.0,0.002130434782608696
52.8,4.9,107.1,71.1,0.0,89.0,8.9,0.0014210526315789472
46.5,5.6,107.1,73.0,0.0,89.2,11.1,0.0009130434782608696
43.2,6.0,102.9,64.9,0.0,80.4,14.0,0.00034782608695652176
44.9,6.2,93.9,59.0,0.0,74.9,9.9,0.00030434782608695655
46.7,5.6,93.9,59.0,0.0,76.3,8.9,0.0008181818181818183
45.4,4.3,97.0,60.1,0.0,80.5,8.0,0.0008181818181818183
46.7,4.5,100.9,64.0,0.0,82.6,8.0,0.0017727272727272728
46.0,3.7,104.0,64.9,0.0,86.1,8.0,0.0016
48.6,5.3,106.0,70.0,0.0,89.2,12.0,0.0013333333333333333
44.8,6.8,106.0,70.0,0.0,87.6,14.0,0.0016666666666666668
54.1,3.5,107.1,70.0,0.0,90.3,7.0,0.0016666666666666668
50.7,6.6,107.1,75.9,0.0,88.9,11.1,0.0006190476190476191
50.7,7.0,98.1,70.0,0.0,82.7,12.0,0.0002916666666666667
52.0,5.6,99.0,69.1,0.0,83.3,9.9,0.00045454545454545455
47.1,4.9,99.0,68.0,0.0,83.6,12.0,0.0005789473684210526
45.8,3.2,100.0,68.0,0.0,84.4,8.0,0.0006521739130434782
48.0,3.8,100.0,68.0,0.0,83.4,8.9,0.0010416666666666667
50.4,5.6,97.0,64.0,0.0,79.3,11.1,0.000875
52.2,5.3,93.9,61.0,0.0,76.1,9.9,0.0009583333333333333
51.8,5.3,91.0,61.0,0.0,75.4,13.0,0.00036363636363636367
54.0,9.9,87.1,60.1,0.0,72.7,14.0,0.0
48.0,5.9,87.1,60.1,0.0,71.4,15.0,0.0006111111111111111
51.5,3.2,93.9,60.1,0.0,76.9,6.0,0.0023333333333333335
48.5,3.6,100.0,64.0,0.0,79.6,8.0,0.0017142857142857144
48.9,5.1,100.0,64.0,0.0,81.0,14.0,0.001
52.0,3.0,91.9,66.9,0.0,80.2,7.0,0.002041666666666667
53.7,3.1,91.9,68.0,0.0,79.7,7.0,0.0015833333333333333
54.2,3.4,91.0,63.0,0.0,76.1,8.0,0.0007916666666666666
50.2,6.1,87.1,59.0,0.0,72.5,9.9,0.00016666666666666666
50.6,10.3,87.1,59.0,0.0,70.1,14.0,0.0
35.6,4.4,81.0,55.9,0.0,67.0,9.9,0.00022727272727272727
39.9,3.2,87.1,55.9,0.0,70.5,7.0,0.0005833333333333334
38.8,2.8,91.9,57.0,0.0,73.5,6.0,0.0006086956521739131
39.9,2.0,93.0,59.0,0.0,74.5,5.1,0.001125
37.8,3.3,93.0,60.1,0.0,73.5,6.0,0.0007083333333333334
